date,location,species,latinName,id,latitude,longitude
2019-05-12T00:30:51,London,Passerine tick,Dermacentor frontalis,2167,51.50651884316908,-0.10368026790106427
2024-10-20T07:20:12,Cardiff,Tree-hole tick,Ixodes arboricola,2168,51.509919309161035,-3.1702180489621594
2015-02-09T22:06:52,Bristol,Marsh tick,Ixodes apronophorus,2169,51.446518981632494,-2.6019671249310488
2022-08-10T18:28:37,Nottingham,Southern rodent tick,Ixodes acuminatus,2170,52.99152594886217,-1.190755276313954
2012-09-24T12:06:55,Liverpool,Tree-hole tick,Ixodes arboricola,2171,53.42792120924138,-3.0203320839483414
2017-02-28T06:31:25,London,Fox/badger tick,Ixodes canisuga,2172,51.473132195463506,-0.0964180485491878
2016-08-14T11:12:00,Nottingham,Marsh tick,Ixodes apronophorus,2173,52.99773688041919,-1.1434024987787765
2015-04-18T05:12:13,Birmingham,Southern rodent tick,Ixodes acuminatus,2174,52.507389891439395,-1.8693694671483967
2019-05-14T12:08:58,Glasgow,Marsh tick,Ixodes apronophorus,2175,55.87311961083218,-4.248617734814984
2015-02-18T14:43:58,Bristol,Southern rodent tick,Ixodes acuminatus,2176,51.47714754157461,-2.6028058268473884
2024-04-20T21:01:07,Leeds,Southern rodent tick,Ixodes acuminatus,2177,53.754843130016376,-1.5438966437263124
2024-08-30T17:56:19,Liverpool,Marsh tick,Ixodes apronophorus,2178,53.3801358676102,-3.0230329728096677
2012-05-02T03:22:57,London,Tree-hole tick,Ixodes arboricola,2179,51.55595905297688,-0.08902130377511976
2013-09-22T05:19:05,Liverpool,Marsh tick,Ixodes apronophorus,2180,53.40348091633309,-3.031395162357956
2024-08-05T18:26:09,Southampton,Passerine tick,Dermacentor frontalis,2181,50.87199523426318,-1.3741961024050768
2015-05-12T08:31:33,Liverpool,Tree-hole tick,Ixodes arboricola,2182,53.36974723763072,-3.024002428222049
2016-09-06T19:07:27,London,Tree-hole tick,Ixodes arboricola,2183,51.54321245098699,-0.09709661167337763
2013-07-18T23:47:12,Edinburgh,Passerine tick,Dermacentor frontalis,2184,55.9892893087789,-3.1794900463655704
2019-03-06T00:31:21,Edinburgh,Southern rodent tick,Ixodes acuminatus,2185,55.991964748465364,-3.1488472041611697
2013-10-12T00:33:44,Sheffield,Fox/badger tick,Ixodes canisuga,2186,53.36129666310137,-1.432073050073149
2020-01-15T10:18:38,Birmingham,Marsh tick,Ixodes apronophorus,2187,52.512766357794405,-1.946598728543421
2019-05-15T05:38:19,Sheffield,Passerine tick,Dermacentor frontalis,2188,53.343957028639664,-1.4332472696403693
2013-09-15T21:50:22,London,Fox/badger tick,Ixodes canisuga,2189,51.55166539582465,-0.16800981673001156
2017-07-20T18:59:41,Cardiff,Marsh tick,Ixodes apronophorus,2190,51.5311475461655,-3.1504858905774267
2012-08-20T19:15:53,Sheffield,Tree-hole tick,Ixodes arboricola,2191,53.345742181436904,-1.4727251466768443
2016-07-28T23:39:36,Bristol,Fox/badger tick,Ixodes canisuga,2192,51.409584116502444,-2.6108081406711254
2019-04-01T01:14:11,Southampton,Tree-hole tick,Ixodes arboricola,2193,50.89756439115453,-1.3837712772304869
2012-03-30T20:29:42,Nottingham,Fox/badger tick,Ixodes canisuga,2194,52.97889788593334,-1.1577743144334547
2019-07-14T11:32:39,Manchester,Tree-hole tick,Ixodes arboricola,2195,53.48048215881655,-2.226745862142424
2015-03-27T07:14:36,Newcastle,Tree-hole tick,Ixodes arboricola,2196,54.94042202117408,-1.636678264404701
2023-06-17T13:08:18,Birmingham,Southern rodent tick,Ixodes acuminatus,2197,52.49017182926154,-1.8646272794492122
2020-08-05T13:40:01,Leeds,Marsh tick,Ixodes apronophorus,2198,53.84267507940284,-1.5069769136099735
2021-06-23T20:17:40,Nottingham,Fox/badger tick,Ixodes canisuga,2199,52.98977203626009,-1.1214281390660283
2018-06-05T06:19:35,Liverpool,Fox/badger tick,Ixodes canisuga,2200,53.39603881234542,-2.9558755733889854
2018-08-19T15:55:00,Bristol,Tree-hole tick,Ixodes arboricola,2201,51.48574411877085,-2.5839310382504905
2021-12-08T04:07:36,Southampton,Fox/badger tick,Ixodes canisuga,2202,50.886769287598796,-1.414835135501172
2017-12-20T12:29:46,London,Passerine tick,Dermacentor frontalis,2203,51.558435072681554,-0.16041370982117076
2018-09-21T17:28:01,Southampton,Southern rodent tick,Ixodes acuminatus,2204,50.947088807539764,-1.3659686609127375
2015-12-01T18:04:38,Liverpool,Southern rodent tick,Ixodes acuminatus,2205,53.421658685375924,-2.9827366720899025
2024-01-07T08:30:08,Sheffield,Tree-hole tick,Ixodes arboricola,2206,53.39420612550702,-1.4591644535942534
2023-02-03T09:50:00,London,Southern rodent tick,Ixodes acuminatus,2207,51.51028532954151,-0.13848150603510567
2014-09-24T15:51:52,Southampton,Passerine tick,Dermacentor frontalis,2208,50.94311997029174,-1.3793925429089244
2015-12-09T19:27:55,Glasgow,Fox/badger tick,Ixodes canisuga,2209,55.87525115663197,-4.295729269029764
2016-03-14T15:34:09,London,Fox/badger tick,Ixodes canisuga,2210,51.49775708946025,-0.158739465388242
2012-02-16T21:40:11,Leeds,Marsh tick,Ixodes apronophorus,2211,53.76878705502471,-1.5140482928258865
2020-09-21T07:53:52,Cardiff,Tree-hole tick,Ixodes arboricola,2212,51.51974221969597,-3.1367707025770506
2013-04-12T00:54:30,Edinburgh,Fox/badger tick,Ixodes canisuga,2213,55.953563321397105,-3.158292552082461
2017-01-25T18:18:51,Manchester,Southern rodent tick,Ixodes acuminatus,2214,53.499721051061805,-2.263919993978882
2024-08-28T08:07:28,Southampton,Passerine tick,Dermacentor frontalis,2215,50.9294593650568,-1.3964704210810452
2013-01-18T18:04:17,Liverpool,Marsh tick,Ixodes apronophorus,2216,53.36346639158712,-2.9387765800686423
2020-06-25T00:44:33,Bristol,Southern rodent tick,Ixodes acuminatus,2217,51.48387829329582,-2.6317812728302026
2012-10-02T11:21:14,Southampton,Tree-hole tick,Ixodes arboricola,2218,50.949725554294304,-1.4027707584864988
2016-09-19T06:05:49,Glasgow,Tree-hole tick,Ixodes arboricola,2219,55.81322461895066,-4.284215938696277
2016-06-14T10:49:25,Birmingham,Tree-hole tick,Ixodes arboricola,2220,52.465649284815534,-1.8980971658328658
2020-11-26T06:32:00,Liverpool,Marsh tick,Ixodes apronophorus,2221,53.414609624106006,-2.9482288291128236
2015-06-11T01:55:27,Nottingham,Passerine tick,Dermacentor frontalis,2222,52.97948424564295,-1.1946195037970317
2023-12-19T06:20:56,Bristol,Tree-hole tick,Ixodes arboricola,2223,51.498720196222735,-2.5734870363544737
2017-09-10T15:22:21,Liverpool,Tree-hole tick,Ixodes arboricola,2224,53.44830517181538,-2.986440252000859
2018-07-29T09:32:00,Edinburgh,Southern rodent tick,Ixodes acuminatus,2225,56.00168849452241,-3.1492016553014337
2013-12-23T16:17:08,London,Fox/badger tick,Ixodes canisuga,2226,51.55033752143298,-0.08760005585489147
2019-10-23T20:15:01,Nottingham,Tree-hole tick,Ixodes arboricola,2227,52.954960080625135,-1.1590967363092752
2022-01-31T18:16:21,Edinburgh,Fox/badger tick,Ixodes canisuga,2228,55.96857313860011,-3.1844151710030113
2022-02-20T17:49:07,Cardiff,Southern rodent tick,Ixodes acuminatus,2229,51.49845026104188,-3.1845189101632054
2014-01-28T00:35:34,Liverpool,Fox/badger tick,Ixodes canisuga,2230,53.44818196871154,-3.0204879263136575
2024-12-30T04:32:12,Glasgow,Southern rodent tick,Ixodes acuminatus,2231,55.83340176924841,-4.2442176519010255
2014-08-16T15:51:50,Glasgow,Marsh tick,Ixodes apronophorus,2232,55.89981069913149,-4.231550892056826
2018-05-18T23:05:24,Bristol,Southern rodent tick,Ixodes acuminatus,2233,51.47855050825181,-2.571010533564777
2021-11-02T21:50:01,Liverpool,Southern rodent tick,Ixodes acuminatus,2234,53.36958371251875,-3.0026199137663014
2019-02-24T18:57:39,Leeds,Marsh tick,Ixodes apronophorus,2235,53.83303693199539,-1.5854069397098205
2015-01-28T06:57:30,Liverpool,Fox/badger tick,Ixodes canisuga,2236,53.43171234114706,-2.941022809824388
2021-08-24T11:17:32,London,Passerine tick,Dermacentor frontalis,2237,51.529740156727726,-0.11648238562140223
2023-01-02T08:29:53,London,Southern rodent tick,Ixodes acuminatus,2238,51.540560055641386,-0.13744876789744426
2021-12-16T13:23:29,Nottingham,Southern rodent tick,Ixodes acuminatus,2239,52.9476995240988,-1.140805449586838
2012-07-08T01:37:18,Newcastle,Passerine tick,Dermacentor frontalis,2240,54.97319121641654,-1.5700612814373196
2017-03-12T08:21:15,Liverpool,Tree-hole tick,Ixodes arboricola,2241,53.42583363748091,-2.957998976247625
2015-07-04T00:47:36,Birmingham,Fox/badger tick,Ixodes canisuga,2242,52.49920862529786,-1.9216299344682404
2016-12-02T11:56:59,Edinburgh,Fox/badger tick,Ixodes canisuga,2243,55.95217031133839,-3.1496247061430287
2018-11-19T07:53:07,Birmingham,Tree-hole tick,Ixodes arboricola,2244,52.45390100733347,-1.9244740560589
2012-03-16T15:39:34,Edinburgh,Southern rodent tick,Ixodes acuminatus,2245,55.990901926318564,-3.1774464294637217
2017-06-25T06:50:42,Manchester,Passerine tick,Dermacentor frontalis,2246,53.44348985614366,-2.2676554126933692
2024-05-02T22:56:08,Leicester,Tree-hole tick,Ixodes arboricola,2247,52.67560806818616,-1.1393496825726366
2021-09-02T12:23:36,Glasgow,Southern rodent tick,Ixodes acuminatus,2248,55.883432346440756,-4.277353549150138
2024-10-03T03:27:57,Leicester,Marsh tick,Ixodes apronophorus,2249,52.66895043996696,-1.1570000829837432
2021-09-19T16:37:07,Southampton,Tree-hole tick,Ixodes arboricola,2250,50.88656309935926,-1.3612070162057184
2024-01-10T08:55:42,Birmingham,Southern rodent tick,Ixodes acuminatus,2251,52.474929190011935,-1.8839796930069639
2017-05-14T03:32:17,London,Marsh tick,Ixodes apronophorus,2252,51.554971811706636,-0.14034994323195976
2015-07-08T20:25:50,Birmingham,Marsh tick,Ixodes apronophorus,2253,52.5164914802149,-1.9159294672108702
2020-09-21T07:53:52,Cardiff,Tree-hole tick,Ixodes arboricola,2254,51.4451772026966,-3.1880188052404037
2016-12-21T05:59:55,Bristol,Fox/badger tick,Ixodes canisuga,2255,51.44072123166926,-2.5809494193238156
2016-10-04T12:12:48,Leeds,Tree-hole tick,Ixodes arboricola,2256,53.80350685782092,-1.5289777257652102
2017-07-11T16:46:25,Southampton,Passerine tick,Dermacentor frontalis,2257,50.913893425260675,-1.3871087514329614
2013-12-08T02:22:51,Cardiff,Passerine tick,Dermacentor frontalis,2258,51.490978087147695,-3.1627300327617407
2014-03-12T07:34:49,Manchester,Fox/badger tick,Ixodes canisuga,2259,53.50277141705595,-2.276416209782174
2018-01-14T13:03:56,Bristol,Tree-hole tick,Ixodes arboricola,2260,51.487820149797905,-2.580078905124521
2020-01-09T16:40:18,Edinburgh,Tree-hole tick,Ixodes arboricola,2261,55.9257679055767,-3.1574605423751207
2015-03-31T06:38:19,Liverpool,Passerine tick,Dermacentor frontalis,2262,53.37903423679305,-3.009965472518713
2024-08-22T09:32:29,Edinburgh,Fox/badger tick,Ixodes canisuga,2263,55.95324190914685,-3.154551775321078
2012-03-09T04:01:56,Southampton,Tree-hole tick,Ixodes arboricola,2264,50.90568974904468,-1.35600777530488
2024-04-10T07:50:37,Manchester,Tree-hole tick,Ixodes arboricola,2265,53.454255567531,-2.2803612895661103
2012-03-06T22:35:59,Cardiff,Passerine tick,Dermacentor frontalis,2266,51.51912047566602,-3.202248560846845
2015-03-22T04:53:53,Nottingham,Tree-hole tick,Ixodes arboricola,2267,52.91290883088506,-1.1995667152085365
2022-08-21T19:30:46,Newcastle,Marsh tick,Ixodes apronophorus,2268,54.93855807234251,-1.5622872631571985
2014-07-08T04:48:34,Newcastle,Marsh tick,Ixodes apronophorus,2269,54.97708822870399,-1.6443798879222038
2024-06-12T20:03:52,Sheffield,Marsh tick,Ixodes apronophorus,2270,53.37689472902658,-1.4615360516102154
2018-06-30T17:00:29,Birmingham,Marsh tick,Ixodes apronophorus,2271,52.45088380935943,-1.9103842904519657
2022-08-31T07:56:35,Glasgow,Fox/badger tick,Ixodes canisuga,2272,55.8342777103403,-4.248207349938445
2021-09-19T16:37:07,Southampton,Tree-hole tick,Ixodes arboricola,2273,50.89696575086997,-1.4245203780499858
2017-12-20T12:29:46,London,Passerine tick,Dermacentor frontalis,2274,51.49056692668749,-0.161870829142824
2017-05-19T15:04:17,Liverpool,Tree-hole tick,Ixodes arboricola,2275,53.374177864149146,-2.989896223116499
2015-08-15T22:10:48,Southampton,Fox/badger tick,Ixodes canisuga,2276,50.884951028442245,-1.4203290040154086
2012-01-13T01:23:34,Birmingham,Tree-hole tick,Ixodes arboricola,2277,52.497201860338166,-1.9416407312756747
2012-08-09T08:28:49,Manchester,Passerine tick,Dermacentor frontalis,2278,53.4973264634124,-2.2158958186428084
2023-11-25T14:35:04,Cardiff,Tree-hole tick,Ixodes arboricola,2279,51.453300913279556,-3.1673503477774503
2014-03-31T01:30:21,Leicester,Tree-hole tick,Ixodes arboricola,2280,52.6258394639474,-1.1557779223500477
2013-06-20T23:44:17,Manchester,Fox/badger tick,Ixodes canisuga,2281,53.49615857133937,-2.2482906420049087
2017-03-04T09:45:52,Nottingham,Tree-hole tick,Ixodes arboricola,2282,52.99035454454184,-1.18440177179702
2023-01-09T11:43:17,Cardiff,Marsh tick,Ixodes apronophorus,2283,51.47812613199236,-3.1573751465010798
2016-10-15T21:37:37,Cardiff,Passerine tick,Dermacentor frontalis,2284,51.46229374137274,-3.1838923272301995
2022-02-03T15:49:52,Sheffield,Fox/badger tick,Ixodes canisuga,2285,53.43182029543026,-1.472995932434101
2016-12-02T11:56:59,Edinburgh,Fox/badger tick,Ixodes canisuga,2286,55.958665114870584,-3.1701957300271397
2018-01-05T13:41:31,London,Passerine tick,Dermacentor frontalis,2287,51.499321958400145,-0.10704542965303807
2018-09-13T03:31:43,Leeds,Tree-hole tick,Ixodes arboricola,2288,53.79770126924304,-1.5401047397339978
2019-08-06T05:28:17,Leeds,Passerine tick,Dermacentor frontalis,2289,53.762517698335664,-1.5120357527318466
2015-04-02T12:44:36,Liverpool,Fox/badger tick,Ixodes canisuga,2290,53.40526962755629,-2.9809357933378595
2023-06-17T13:08:18,Birmingham,Southern rodent tick,Ixodes acuminatus,2291,52.46254261353995,-1.8507083094890164
2012-05-02T23:28:49,London,Tree-hole tick,Ixodes arboricola,2292,51.551963445668136,-0.07376711273728774
2018-10-21T04:07:16,Nottingham,Southern rodent tick,Ixodes acuminatus,2293,52.91654805651346,-1.1414215726861137
2020-11-22T16:01:36,Leicester,Passerine tick,Dermacentor frontalis,2294,52.596681382645166,-1.1342341635117106
2018-08-24T01:25:14,Nottingham,Southern rodent tick,Ixodes acuminatus,2295,52.92487374666267,-1.1619771193986699
2013-03-29T01:00:45,Leicester,Southern rodent tick,Ixodes acuminatus,2296,52.67577184599927,-1.1143008804674113
2014-09-28T06:50:44,Newcastle,Tree-hole tick,Ixodes arboricola,2297,55.01380332143647,-1.649242648421698
2019-07-19T16:17:59,Glasgow,Fox/badger tick,Ixodes canisuga,2298,55.86648178037686,-4.266612853500401
2012-05-26T08:08:26,Leeds,Southern rodent tick,Ixodes acuminatus,2299,53.84865668641144,-1.503956655798244
2014-02-23T18:10:15,Liverpool,Passerine tick,Dermacentor frontalis,2300,53.42540065660038,-3.0216054757977115
2018-02-07T07:57:13,Southampton,Passerine tick,Dermacentor frontalis,2301,50.88791453710627,-1.4347554528538489
2017-12-27T04:08:37,Bristol,Southern rodent tick,Ixodes acuminatus,2302,51.44012547305953,-2.544281346905587
2020-11-12T20:33:17,London,Passerine tick,Dermacentor frontalis,2303,51.488857924058884,-0.13407738799380176
2021-01-13T18:53:35,Glasgow,Tree-hole tick,Ixodes arboricola,2304,55.817225523741904,-4.270251331550829
2022-10-16T06:08:16,Birmingham,Fox/badger tick,Ixodes canisuga,2305,52.49236766870611,-1.896732165634663
2018-10-08T19:27:01,Cardiff,Tree-hole tick,Ixodes arboricola,2306,51.46815496402906,-3.212696174265656
2023-04-08T02:41:39,Leeds,Passerine tick,Dermacentor frontalis,2307,53.75351324166903,-1.517100457578223
2015-02-18T14:43:58,Bristol,Southern rodent tick,Ixodes acuminatus,2308,51.4681127909803,-2.5524764824390163
2022-09-17T05:02:54,Manchester,Marsh tick,Ixodes apronophorus,2309,53.46800107648041,-2.2831535209452936
2016-03-19T06:22:59,Manchester,Marsh tick,Ixodes apronophorus,2310,53.527665379019965,-2.2184523733982218
2024-02-29T02:51:15,Leeds,Passerine tick,Dermacentor frontalis,2311,53.761743878437315,-1.5509348520249693
2018-05-18T23:05:24,Bristol,Southern rodent tick,Ixodes acuminatus,2312,51.48919254507733,-2.591114337349735
2023-03-01T07:21:43,Birmingham,Southern rodent tick,Ixodes acuminatus,2313,52.50611522304087,-1.8524759201432215
2022-11-12T02:48:43,Southampton,Marsh tick,Ixodes apronophorus,2314,50.94931051547036,-1.3805704428011378
2014-12-29T08:16:15,Leeds,Marsh tick,Ixodes apronophorus,2315,53.83097955683706,-1.5965261155198154
2018-02-13T00:20:23,Manchester,Southern rodent tick,Ixodes acuminatus,2316,53.49946331167174,-2.2127678738442658
2015-12-18T08:09:03,Cardiff,Marsh tick,Ixodes apronophorus,2317,51.512263616333385,-3.1705717171853895
2021-09-14T03:25:34,Cardiff,Marsh tick,Ixodes apronophorus,2318,51.46959349540736,-3.192100637362121
2022-03-28T06:06:58,Birmingham,Passerine tick,Dermacentor frontalis,2319,52.44670645765514,-1.9321684180369445
2024-10-14T04:16:50,Edinburgh,Fox/badger tick,Ixodes canisuga,2320,55.915090332468715,-3.2274487482225496
2013-01-20T17:40:33,Nottingham,Passerine tick,Dermacentor frontalis,2321,52.941256519561485,-1.1639296745217345
2022-11-22T12:58:19,Nottingham,Fox/badger tick,Ixodes canisuga,2322,52.97220199749885,-1.1049093999230495
2024-06-12T20:03:52,Sheffield,Marsh tick,Ixodes apronophorus,2323,53.35089582175008,-1.4261212703186823
2015-06-02T04:19:29,London,Southern rodent tick,Ixodes acuminatus,2324,51.469597852749516,-0.07437891594200108
2023-03-26T10:31:53,Cardiff,Fox/badger tick,Ixodes canisuga,2325,51.432106410303284,-3.1555773618456873
2019-03-12T15:14:55,Newcastle,Southern rodent tick,Ixodes acuminatus,2326,54.92390631225555,-1.5942605324962051
2023-01-19T15:39:03,Sheffield,Passerine tick,Dermacentor frontalis,2327,53.356226578786774,-1.5098146525891738
2013-04-19T01:23:32,Sheffield,Fox/badger tick,Ixodes canisuga,2328,53.33825402374296,-1.4251049209300632
2015-10-13T13:05:54,Glasgow,Fox/badger tick,Ixodes canisuga,2329,55.83327536183313,-4.245879250769039
2019-03-04T23:42:49,Leicester,Tree-hole tick,Ixodes arboricola,2330,52.622808198753596,-1.1225884609939634
2016-05-01T23:34:37,Cardiff,Passerine tick,Dermacentor frontalis,2331,51.44914354189557,-3.1488275261762713
2023-10-03T07:05:31,Sheffield,Passerine tick,Dermacentor frontalis,2332,53.33672397881449,-1.4788554125411615
2024-05-02T22:56:08,Leicester,Tree-hole tick,Ixodes arboricola,2333,52.65305328923405,-1.1481726014370133
2022-03-15T16:29:13,Manchester,Passerine tick,Dermacentor frontalis,2334,53.506807129510825,-2.2804573532393495
2024-08-05T18:26:09,Southampton,Passerine tick,Dermacentor frontalis,2335,50.862037278451645,-1.3619860032278082
2018-10-08T19:27:01,Cardiff,Tree-hole tick,Ixodes arboricola,2336,51.502554976901045,-3.1914512387006773
2020-11-16T16:22:35,Glasgow,Fox/badger tick,Ixodes canisuga,2337,55.84618021589778,-4.260286516930363
2015-06-09T10:38:32,Nottingham,Passerine tick,Dermacentor frontalis,2338,52.94894167758273,-1.1037231432420598
2023-03-20T22:00:35,Bristol,Southern rodent tick,Ixodes acuminatus,2339,51.449179161015245,-2.5870879899319683
2022-01-23T01:00:55,Newcastle,Passerine tick,Dermacentor frontalis,2340,55.00908335564785,-1.577695396854728
2020-01-23T18:54:10,Newcastle,Southern rodent tick,Ixodes acuminatus,2341,54.968162076515426,-1.5825964768160936
2024-05-17T14:25:32,Leeds,Southern rodent tick,Ixodes acuminatus,2342,53.75430694725842,-1.5656332316497747
2019-12-19T20:33:10,Edinburgh,Fox/badger tick,Ixodes canisuga,2343,55.97789074143055,-3.174070708915853
2017-04-01T22:55:41,Leeds,Passerine tick,Dermacentor frontalis,2344,53.84341325545807,-1.5358028948572648
2013-06-02T03:26:03,Liverpool,Marsh tick,Ixodes apronophorus,2345,53.3600221977637,-3.014249999975175
2016-09-16T13:43:34,Newcastle,Southern rodent tick,Ixodes acuminatus,2346,54.9836974656247,-1.6395833291697657
2022-07-18T01:42:14,Bristol,Marsh tick,Ixodes apronophorus,2347,51.41921236395931,-2.6020342820171893
2014-03-11T19:57:52,Birmingham,Fox/badger tick,Ixodes canisuga,2348,52.50459110799452,-1.9135866337088356
2014-11-17T01:22:59,Cardiff,Southern rodent tick,Ixodes acuminatus,2349,51.44817862915251,-3.214062789486475
2013-09-27T00:24:59,London,Fox/badger tick,Ixodes canisuga,2350,51.46029579737845,-0.15338292490878563
2020-01-19T00:15:32,Sheffield,Tree-hole tick,Ixodes arboricola,2351,53.35373938043288,-1.4217379629698936
2015-11-29T00:00:28,Liverpool,Southern rodent tick,Ixodes acuminatus,2352,53.38711628022819,-2.969569669940421
2023-04-12T02:50:18,London,Fox/badger tick,Ixodes canisuga,2353,51.5209818616657,-0.13869269333827555
2018-02-06T19:57:00,Birmingham,Fox/badger tick,Ixodes canisuga,2354,52.48913640247564,-1.9245030225069633
2015-05-02T01:53:53,Southampton,Marsh tick,Ixodes apronophorus,2355,50.93012736139545,-1.4100231870872526
2012-02-04T19:59:04,Liverpool,Southern rodent tick,Ixodes acuminatus,2356,53.397279438165576,-2.9664984843440703
2023-02-16T00:36:27,London,Southern rodent tick,Ixodes acuminatus,2357,51.55935754108536,-0.10092523775802797
2020-09-01T04:17:38,London,Fox/badger tick,Ixodes canisuga,2358,51.533669284509585,-0.11817763288882312
2019-05-14T12:08:58,Glasgow,Marsh tick,Ixodes apronophorus,2359,55.82596444476541,-4.250674798084469
2021-02-20T04:30:28,Liverpool,Fox/badger tick,Ixodes canisuga,2360,53.366198170359496,-3.0220938082340445
2021-03-19T12:44:44,Cardiff,Southern rodent tick,Ixodes acuminatus,2361,51.45853582383122,-3.146785777968294
2017-05-07T11:05:46,Leicester,Marsh tick,Ixodes apronophorus,2362,52.585820333612716,-1.1228026630976444
2016-03-12T18:04:59,Sheffield,Tree-hole tick,Ixodes arboricola,2363,53.36890723711237,-1.4947727714783703
2019-08-08T12:02:22,Leeds,Fox/badger tick,Ixodes canisuga,2364,53.83560684504015,-1.5913322417217144
2018-04-17T15:32:37,Cardiff,Passerine tick,Dermacentor frontalis,2365,51.460876581554515,-3.208934631081867
2022-11-12T02:48:43,Southampton,Marsh tick,Ixodes apronophorus,2366,50.95325267070877,-1.3755481278564854
2022-02-22T17:26:33,London,Tree-hole tick,Ixodes arboricola,2367,51.54765388060161,-0.13608524081751472
2018-07-06T15:09:17,Sheffield,Marsh tick,Ixodes apronophorus,2368,53.37675885021791,-1.4878287157345553
2018-10-28T10:31:48,Manchester,Southern rodent tick,Ixodes acuminatus,2369,53.50996811485398,-2.2161514078026676
2021-01-29T21:26:32,Birmingham,Southern rodent tick,Ixodes acuminatus,2370,52.49237125349056,-1.8879993528597965
2023-11-02T01:15:00,Glasgow,Marsh tick,Ixodes apronophorus,2371,55.870906401063664,-4.220628061806794
2012-11-09T20:55:01,Bristol,Tree-hole tick,Ixodes arboricola,2372,51.4736932112656,-2.5794022231707254
2016-10-28T07:25:41,Nottingham,Tree-hole tick,Ixodes arboricola,2373,52.91175387923332,-1.1786134243548416
2024-08-04T08:11:41,Glasgow,Passerine tick,Dermacentor frontalis,2374,55.87300029925335,-4.25417009241326
2023-03-23T22:05:04,Sheffield,Tree-hole tick,Ixodes arboricola,2375,53.40795436958213,-1.4206716194301825
2021-05-01T05:31:35,Manchester,Southern rodent tick,Ixodes acuminatus,2376,53.46341609449152,-2.235492408621911
2022-07-18T01:42:14,Bristol,Marsh tick,Ixodes apronophorus,2377,51.49583586201114,-2.5409160658913073
2020-01-13T03:59:56,Sheffield,Southern rodent tick,Ixodes acuminatus,2378,53.405875020393076,-1.417324163183524
2022-05-14T22:06:33,Nottingham,Passerine tick,Dermacentor frontalis,2379,52.91614312226712,-1.1979143174119937
2024-05-17T14:25:32,Leeds,Southern rodent tick,Ixodes acuminatus,2380,53.7630009355097,-1.5403019266941504
2012-12-28T11:15:01,Birmingham,Passerine tick,Dermacentor frontalis,2381,52.48734813832869,-1.9217430021144064
2023-04-12T02:50:18,London,Fox/badger tick,Ixodes canisuga,2382,51.50199486620579,-0.14125363005757388
2015-02-22T15:18:35,Glasgow,Passerine tick,Dermacentor frontalis,2383,55.8314558399779,-4.2494625984544605
2020-12-12T18:24:01,Birmingham,Tree-hole tick,Ixodes arboricola,2384,52.46776583214826,-1.9361482072451146
2017-09-29T13:58:38,Newcastle,Passerine tick,Dermacentor frontalis,2385,54.98373428096262,-1.6058764238750023
2023-02-16T00:36:27,London,Southern rodent tick,Ixodes acuminatus,2386,51.507738378171446,-0.14382543746915957
2017-06-30T17:07:32,London,Marsh tick,Ixodes apronophorus,2387,51.482857403051625,-0.14452713026075814
2018-07-21T16:28:23,Glasgow,Passerine tick,Dermacentor frontalis,2388,55.8933628770933,-4.217173074349157
2013-09-22T16:29:54,Newcastle,Tree-hole tick,Ixodes arboricola,2389,54.96323375682265,-1.6026132469863983
2021-07-04T10:55:49,Leeds,Passerine tick,Dermacentor frontalis,2390,53.81897899809648,-1.5957466613251492
2016-10-07T22:28:07,Southampton,Tree-hole tick,Ixodes arboricola,2391,50.91170567719162,-1.43792124075002
2022-10-20T12:28:41,Birmingham,Passerine tick,Dermacentor frontalis,2392,52.53095877703706,-1.8687895468462161
2022-08-21T19:30:46,Newcastle,Marsh tick,Ixodes apronophorus,2393,54.92913703535211,-1.6284811948075142
2018-08-15T09:33:46,Cardiff,Fox/badger tick,Ixodes canisuga,2394,51.48433399251695,-3.1989085879884054
2012-10-11T10:07:18,Bristol,Fox/badger tick,Ixodes canisuga,2395,51.43372205536574,-2.5441039820544096
2020-11-08T01:01:38,Birmingham,Southern rodent tick,Ixodes acuminatus,2396,52.52862217730613,-1.890505628085433
2012-05-02T03:22:57,London,Tree-hole tick,Ixodes arboricola,2397,51.48977732603596,-0.16803946694174118
2018-07-20T17:09:02,Manchester,Marsh tick,Ixodes apronophorus,2398,53.53053606205811,-2.2341165299793873
2012-10-23T09:13:20,Bristol,Marsh tick,Ixodes apronophorus,2399,51.46828362602921,-2.5595749683911357
2015-01-19T09:19:41,Liverpool,Passerine tick,Dermacentor frontalis,2400,53.38154225008172,-2.942355462562888
2024-09-12T20:23:36,Leicester,Fox/badger tick,Ixodes canisuga,2401,52.62871243955684,-1.1054825283861478
2015-11-16T12:15:16,London,Marsh tick,Ixodes apronophorus,2402,51.551309608752966,-0.08712558668286376
2017-03-26T23:32:49,Birmingham,Passerine tick,Dermacentor frontalis,2403,52.47508761208328,-1.859536592334997
2013-04-17T19:43:42,Southampton,Fox/badger tick,Ixodes canisuga,2404,50.94445849096704,-1.4493788534226613
2018-04-11T15:20:12,London,Fox/badger tick,Ixodes canisuga,2405,51.54216270513682,-0.1494154400865461
2018-06-27T10:58:52,Birmingham,Passerine tick,Dermacentor frontalis,2406,52.47000913667594,-1.8767539169246732
2018-08-15T09:33:46,Cardiff,Fox/badger tick,Ixodes canisuga,2407,51.495926361393884,-3.192463470782575
